roll_no,grade,name,points,school,section,friends,updated_at
445,11,Tod Hintz,3,School 5,Section Section 3,"114, 143, 159, 204, 595, 640, 672, 965",2023-06-03 18:44:10.351287+00:00
446,11,Brad Walsh,79,School 5,Section Section 1,"44, 151, 190, 318, 460, 813, 929",2023-06-18 13:12:29.581535+00:00
447,12,Dale Rohan,17,School 5,Section Section 2,"242, 504, 517, 592, 769, 927",2023-07-12 19:08:53.754080+00:00
448,10,Ryley Beer,50,School 5,Section Section 1,"87, 170, 232, 289, 735, 784",2023-05-31 04:20:22.936998+00:00
449,12,Alene Hane,69,School 5,Section Section 1,"63, 78, 444, 533, 610, 696, 799",2023-06-29 14:17:50.061040+00:00
450,9,Mara Crona,16,School 5,Section Section 3,"193, 352, 424, 520, 649",2023-07-16 05:05:34.233095+00:00
451,9,Nakia Hane,26,School 5,Section Section 2,"136, 342, 521, 947",2023-06-28 07:24:10.261075+00:00
452,10,Tina Smith,30,School 5,Section Section 3,"78, 196, 200, 266, 410, 473, 645, 974",2023-07-22 00:54:41.490064+00:00
453,11,Lloyd Koch,70,School 5,Section Section 4,"236, 434, 485, 645, 766, 852",2023-05-26 09:00:18.613815+00:00
454,10,Keanu Yost,78,School 5,Section Section 1,"122, 221, 414, 475, 681, 747, 925",2023-07-04 15:34:36.693916+00:00
455,9,Kody Morar,76,School 5,Section Section 1,"279, 300, 309, 648, 833, 873",2023-07-06 03:07:40.765662+00:00
456,11,Lura Ortiz,93,School 5,Section Section 2,"129, 227, 321, 324, 435, 553, 556, 819, 931",2023-07-22 03:41:42.833657+00:00
457,12,Lola Purdy,48,School 5,Section Section 3,"28, 109, 188, 191, 272, 543, 601, 602, 606",2023-06-19 06:49:20.956858+00:00
458,10,Ari Feeney,24,School 5,Section Section 2,"38, 343, 466, 608, 957",2023-06-12 18:15:24.995311+00:00
459,12,Vada Koss,73,School 5,Section Section 1,"148, 600, 707, 719, 921, 926",2023-07-14 08:43:53.069024+00:00
460,11,Mya Rath,37,School 5,Section Section 4,"28, 320, 439, 446, 656, 956",2023-06-04 18:01:35.145405+00:00
461,11,Janae Mohr,40,School 5,Section Section 3,"25, 153, 382, 417, 543, 922",2023-07-04 05:58:19.205270+00:00
462,11,Eva Lakin,92,School 5,Section Section 2,"162, 231, 238, 615, 644, 649, 686, 920",2023-07-16 07:21:58.224696+00:00
463,12,Ottis Torp,9,School 5,Section Section 3,"197, 272, 299, 429, 553, 613, 648, 659, 721, 950",2023-06-16 20:24:32.334401+00:00
464,11,Alba Bosco,69,School 5,Section Section 1,"223, 300, 727, 740, 870",2023-07-20 17:00:35.550571+00:00
465,10,Vidal King,51,School 5,Section Section 2,"22, 82, 262, 318, 378, 647, 709, 799, 809",2023-07-03 16:31:11.675109+00:00
466,11,Fleta Batz,0,School 5,Section Section 4,"63, 161, 177, 209, 231, 280, 458, 791",2023-07-13 03:44:28.905166+00:00
467,9,Rae Mills,32,School 5,Section Section 1,"49, 244, 475, 544, 974",2023-07-14 13:26:30.133081+00:00
468,9,Lola Purdy,85,School 5,Section Section 1,"383, 391, 552, 801, 812, 887",2023-07-13 14:47:21.259055+00:00
469,11,Guy Ward,8,School 5,Section Section 3,"21, 33, 186, 191, 418, 427, 623, 641, 779",2023-07-11 17:06:16.315798+00:00
470,10,Adan Rohan,38,School 5,Section Section 4,"296, 563, 670, 742, 896",2023-07-23 17:32:32.511957+00:00
471,10,Dale Rohan,81,School 5,Section Section 3,"214, 258, 427, 529, 647, 836, 877",2023-06-02 15:45:27.692721+00:00
472,11,Dena Purdy,65,School 5,Section Section 1,"211, 339, 381, 766, 967",2023-07-20 04:22:20.868643+00:00
473,12,Dora O'Kon,11,School 5,Section Section 4,"44, 171, 184, 215, 259, 398, 452, 629, 675, 718",2023-07-15 17:52:27.936384+00:00
474,11,Jose Nolan,86,School 5,Section Section 3,"37, 160, 393, 397, 414, 421, 488, 867",2023-06-24 01:46:03.007626+00:00
475,9,Guy Ward,23,School 5,Section Section 2,"215, 432, 454, 467, 480, 500, 686, 790",2023-06-03 12:24:54.144245+00:00
476,9,Aylin Kihn,91,School 5,Section Section 4,"526, 808, 836, 991",2023-06-22 07:47:14.373332+00:00
477,10,Mara Crona,71,School 5,Section Section 2,"182, 601, 758",2023-07-19 05:08:36.499180+00:00
478,10,Dee Rau,46,School 5,Section Section 4,"100, 120, 133, 774",2023-06-28 15:21:20.627228+00:00
479,10,Elena Lind,12,School 5,Section Section 4,"62, 304, 764, 773, 808, 954, 983",2023-07-12 17:45:19.798954+00:00
480,11,Roel Jones,55,School 5,Section Section 1,"139, 210, 375, 475",2023-07-04 21:58:51.985031+00:00
481,12,Zane Runte,23,School 5,Section Section 3,"435, 616, 633, 911, 950, 960",2023-07-01 19:08:41.107024+00:00
482,11,Sim Parker,52,School 5,Section Section 3,"82, 304, 522, 564, 589",2023-05-29 05:07:09.176287+00:00
483,12,Retha Toy,66,School 5,Section Section 2,"352, 767, 831",2023-06-28 08:26:37.257399+00:00
484,10,Alene Hane,38,School 5,Section Section 2,"26, 30, 156, 344, 815, 827, 940",2023-07-15 18:54:17.487210+00:00
485,11,Felipa Von,96,School 5,Section Section 3,"22, 222, 329, 369, 453, 558, 608, 938",2023-06-07 22:31:17.512450+00:00
486,11,Nico Dare,11,School 5,Section Section 3,"60, 177, 563, 582, 681, 940",2023-07-11 21:40:05.638460+00:00
487,12,Cale Lang,76,School 5,Section Section 3,"105, 176, 186, 199, 602, 694, 986",2023-07-14 10:14:06.867143+00:00
488,10,Lacey Hahn,73,School 5,Section Section 2,"153, 474, 687, 865, 877",2023-06-21 14:14:05.891346+00:00
489,10,Lilla Beer,40,School 5,Section Section 3,"133, 159, 304, 591, 723, 762, 788",2023-07-17 00:17:46.017748+00:00
490,12,Tom Jacobs,6,School 5,Section Section 3,"347, 401, 403, 807, 905",2023-07-12 11:58:13.041118+00:00
491,10,Wendy Mohr,7,School 5,Section Section 2,"40, 82, 203, 259, 285, 295, 329, 497",2023-07-10 23:53:40.271828+00:00
492,11,Jena Mraz,82,School 5,Section Section 2,"66, 69, 853, 990",2023-06-18 07:04:08.396813+00:00
493,10,Tom Jacobs,47,School 5,Section Section 4,"10, 237, 353, 526, 924",2023-06-16 07:53:48.522099+00:00
494,9,Brad Walsh,21,School 5,Section Section 3,"36, 105, 322, 377, 576, 819, 921",2023-07-14 17:52:37.694745+00:00
495,9,Lacey Hahn,72,School 5,Section Section 4,"614, 633, 707, 741",2023-06-06 19:00:31.695078+00:00
496,10,Neva Batz,28,School 5,Section Section 1,"132, 134, 363, 443, 676, 878, 982",2023-07-15 22:30:43.901589+00:00
497,11,Emil Hills,63,School 5,Section Section 4,"491, 518, 719, 780, 881",2023-07-21 03:46:12.130165+00:00
498,10,Dora O'Kon,89,School 5,Section Section 4,"284, 368, 743, 854, 864, 878",2023-06-21 21:47:36.257618+00:00
499,12,Larue Metz,61,School 5,Section Section 1,"133, 274, 307, 512, 575, 667, 734, 907, 931, 956",2023-06-14 07:29:17.383201+00:00
500,9,Janae Mohr,13,School 5,Section Section 1,"155, 282, 475, 579, 849, 989",2023-06-04 18:59:00.511729+00:00
501,9,Rex Jacobi,54,School 6,Section Section 1,"13, 87, 214, 264, 299, 396, 564, 882",2023-07-23 15:42:46.636083+00:00
502,11,Luis Haley,72,School 6,Section Section 4,"193, 379, 398, 568, 776, 865, 867",2023-06-04 20:42:11.705204+00:00
503,9,Velva Lind,7,School 6,Section Section 1,"4, 354, 428, 995",2023-06-24 12:52:12.889189+00:00
504,12,Dora O'Kon,64,School 6,Section Section 3,"11, 22, 92, 447",2023-05-27 12:37:01.003203+00:00
505,10,Keanu Yost,25,School 6,Section Section 2,"54, 116, 555, 567, 618, 883",2023-06-09 01:39:18.040083+00:00
506,10,Dee Hand,3,School 6,Section Section 4,"405, 416, 438, 529, 722, 744, 922",2023-06-01 22:56:33.063412+00:00
507,11,Dora O'Kon,73,School 6,Section Section 1,"43, 62, 286, 358, 794, 837, 966",2023-05-26 22:52:04.293124+00:00
508,9,Angie Beer,18,School 6,Section Section 4,"275, 398, 562, 654, 711, 890, 891, 959",2023-06-12 16:33:49.522573+00:00
509,10,Dora O'Kon,10,School 6,Section Section 3,"267, 271, 442, 598, 709, 719",2023-07-03 06:11:42.526555+00:00
510,10,Ana Metz,76,School 6,Section Section 1,"74, 546, 632, 908, 914",2023-07-09 06:04:32.526030+00:00
511,12,Mavis Jast,62,School 6,Section Section 4,"136, 191, 349, 376, 427, 429, 439, 513, 801, 887",2023-06-28 04:53:41.639912+00:00
512,10,Aylin Kihn,7,School 6,Section Section 2,"247, 347, 363, 393, 499, 847",2023-06-18 04:00:39.654780+00:00
513,11,Tiana Ward,77,School 6,Section Section 4,"12, 42, 118, 288, 311, 323, 511, 517, 633, 720, 814, 831, 985",2023-06-02 13:43:27.743081+00:00
514,12,Buck Auer,8,School 6,Section Section 2,"258, 523, 559, 624, 867, 984",2023-05-30 12:20:19.750128+00:00
515,12,Eva Lakin,9,School 6,Section Section 4,"32, 77, 142, 369, 398, 401, 615, 671, 794, 841",2023-07-19 15:15:21.756311+00:00
516,11,Eva Hammes,90,School 6,Section Section 2,"328, 636, 738, 783",2023-05-29 03:38:34.873024+00:00
517,11,Fleta Batz,29,School 6,Section Section 1,"57, 118, 177, 236, 302, 447, 513, 670, 815, 870",2023-07-06 07:41:19.923573+00:00
518,10,Emil Hills,85,School 6,Section Section 3,"141, 165, 175, 341, 497, 665, 809, 812",2023-07-06 16:46:35.940787+00:00
519,11,Vida Wyman,95,School 6,Section Section 3,"112, 315, 395, 632, 782, 954, 988",2023-06-04 23:59:20.950566+00:00
520,12,Lura Ortiz,5,School 6,Section Section 1,"89, 300, 400, 450",2023-07-04 10:46:12.008506+00:00
521,12,Kody Morar,9,School 6,Section Section 3,"186, 238, 442, 451, 742, 837",2023-06-05 06:38:35.081819+00:00
522,11,Alene Hane,27,School 6,Section Section 4,"137, 218, 482, 639, 699, 853, 949",2023-06-19 11:07:05.266790+00:00
523,9,Cora Mills,39,School 6,Section Section 2,"134, 146, 514",2023-07-05 00:19:31.411146+00:00
524,12,Kody Morar,16,School 6,Section Section 2,"24, 119, 361, 589",2023-06-29 00:43:27.521052+00:00
525,12,Dixie Beer,22,School 6,Section Section 3,"81, 367, 608, 723, 781, 804",2023-05-26 01:29:40.652178+00:00
526,9,Buck Auer,49,School 6,Section Section 1,"61, 64, 476, 493, 531, 850, 866, 933",2023-05-31 18:33:44.875745+00:00
527,10,Velva Lind,49,School 6,Section Section 4,"549, 764, 964",2023-07-06 16:06:01.048179+00:00
528,10,Fern Moen,22,School 6,Section Section 4,"619, 766, 805, 974",2023-06-07 06:47:56.233200+00:00
529,9,Vince Fay,59,School 6,Section Section 3,"361, 471, 506, 532, 550, 681",2023-06-03 15:43:48.357751+00:00
530,10,Bell Walsh,47,School 6,Section Section 1,"294, 553, 748, 977",2023-07-06 19:19:55.481902+00:00
531,11,Alene Hane,27,School 6,Section Section 2,"2, 328, 526, 548, 553, 857, 902",2023-07-07 19:29:38.507993+00:00
532,12,Janae Mohr,12,School 6,Section Section 1,"14, 421, 529, 756",2023-06-25 11:03:35.531829+00:00
533,10,Rod Carter,56,School 6,Section Section 3,"375, 449",2023-06-27 17:01:11.568032+00:00
534,9,Velva Rowe,9,School 6,Section Section 4,"189, 368, 718, 819, 960, 997",2023-06-19 07:31:05.727748+00:00
535,10,Wade Ebert,65,School 6,Section Section 4,"36, 158, 176, 252, 322, 352, 705, 743, 819, 820",2023-06-13 00:53:33.750821+00:00
536,12,Elena Lind,5,School 6,Section Section 2,"146, 432, 782, 817, 866, 893",2023-07-02 06:09:13.773567+00:00
537,11,Sim Parker,91,School 6,Section Section 4,"37, 391, 715, 773, 951",2023-05-29 04:16:35.959294+00:00
538,12,Bell Walsh,36,School 6,Section Section 1,"235, 272",2023-06-04 21:29:36.012947+00:00
539,9,Jan Little,64,School 6,Section Section 1,"20, 329, 405, 958, 972",2023-06-10 02:41:48.014041+00:00
540,12,Clay Cole,16,School 6,Section Section 1,"412, 743",2023-06-20 09:07:54.012135+00:00
541,9,Janae Mohr,55,School 6,Section Section 2,"123, 143, 302, 609, 766, 816, 919, 940",2023-06-12 01:11:38.010850+00:00
542,9,Alba Bosco,27,School 6,Section Section 1,"24, 142, 792",2023-06-12 02:59:08.072053+00:00
543,12,Jade Kihn,64,School 6,Section Section 2,"117, 226, 363, 457, 461, 660, 714, 789, 919",2023-06-20 13:03:08.198718+00:00
544,9,Clay Cole,96,School 6,Section Section 4,"10, 467, 721, 901",2023-06-30 06:29:11.434804+00:00
545,12,Russ Lang,69,School 6,Section Section 3,"154, 766, 886, 902, 954, 968",2023-06-06 16:05:35.560865+00:00
546,10,Rex Jacobi,99,School 6,Section Section 1,"166, 241, 305, 510, 651, 674, 689, 750, 807",2023-07-01 19:07:40.789565+00:00
547,12,Tod Hintz,54,School 6,Section Section 1,"360, 581, 763, 848",2023-06-30 15:26:04.968591+00:00
548,10,Lia Ferry,89,School 6,Section Section 3,"28, 45, 64, 68, 373, 385, 404, 414, 430, 531, 751",2023-07-21 16:00:28.019907+00:00
549,12,Era Heaney,75,School 6,Section Section 3,"23, 283, 424, 527, 741, 894",2023-06-17 04:25:50.027774+00:00
550,9,Josie Rau,59,School 6,Section Section 2,"141, 230, 303, 377, 529, 610",2023-06-08 06:49:07.036207+00:00
551,10,Jade Kihn,69,School 6,Section Section 1,"431, 698, 709, 721, 866, 873, 909, 917",2023-07-09 13:34:47.036161+00:00
552,9,Jan Little,85,School 6,Section Section 2,"357, 468, 629, 770, 774, 920",2023-06-18 19:02:26.036321+00:00
553,12,Fleta Batz,33,School 6,Section Section 4,"20, 71, 134, 151, 206, 456, 463, 530, 531, 590, 650",2023-06-04 20:50:56.445940+00:00
554,11,Tina Smith,49,School 6,Section Section 3,"269, 586, 655",2023-07-16 20:21:50.841698+00:00
555,12,Guy Ward,52,School 6,Section Section 2,"18, 124, 411, 505, 724",2023-07-05 22:45:46.132716+00:00
556,10,Keanu Yost,31,School 6,Section Section 1,"10, 57, 168, 238, 245, 388, 456, 564",2023-07-20 20:34:55.189045+00:00
557,12,Alba Bosco,49,School 6,Section Section 4,"99, 176, 214, 405, 422, 716, 845, 862",2023-06-01 13:50:47.279156+00:00
558,10,Ana Metz,77,School 6,Section Section 3,"253, 414, 485, 701, 790",2023-06-05 01:06:22.125761+00:00
559,9,Kylee Wolf,77,School 6,Section Section 4,"179, 287, 514, 608",2023-07-03 04:05:39.308745+00:00
560,12,Rod Carter,3,School 6,Section Section 3,"604, 723",2023-07-20 10:48:54.582469+00:00
561,10,Tom Jacobs,34,School 6,Section Section 2,"238, 285, 442, 582, 748",2023-07-13 03:30:41.709486+00:00
562,11,Lola Purdy,33,School 6,Section Section 1,"15, 56, 115, 430, 508, 579, 724, 760",2023-05-29 05:51:31.778973+00:00
563,11,Cory Roob,87,School 6,Section Section 3,"271, 278, 281, 318, 411, 470, 486, 787, 808, 902, 916",2023-06-06 00:08:32.801184+00:00
564,11,Larue Metz,56,School 6,Section Section 1,"482, 501, 556, 955",2023-07-13 02:42:38.030276+00:00
565,12,Zane Runte,83,School 6,Section Section 4,"613, 826, 941",2023-06-30 21:35:52.112544+00:00
566,12,Rene Smith,53,School 6,Section Section 4,"41, 218, 846, 893",2023-05-31 08:06:46.241805+00:00
567,10,Josie Rau,9,School 6,Section Section 4,"505, 694, 747, 803, 810",2023-07-03 02:00:02.301063+00:00
568,10,Cale Lang,33,School 6,Section Section 4,"172, 361, 384, 502, 621, 635, 921, 974",2023-07-22 07:50:33.389324+00:00
569,11,Lola Purdy,89,School 6,Section Section 1,"40, 398, 838, 887",2023-06-28 03:10:51.515841+00:00
570,11,Mara Crona,28,School 6,Section Section 3,"53, 378, 608, 780, 795, 916, 935, 947",2023-07-01 22:11:46.540552+00:00
571,10,Niko Bosco,35,School 6,Section Section 4,"128, 280, 284, 286, 380, 644, 824",2023-06-02 14:54:14.666597+00:00
572,11,Dee Hand,29,School 6,Section Section 2,"186, 316, 371, 374, 434, 588, 640, 684, 787, 925",2023-06-04 15:46:38.840482+00:00
573,9,Vince Fay,15,School 6,Section Section 4,"1, 72, 393, 434, 716, 730, 874",2023-06-05 04:17:18.911013+00:00
574,12,Ari Feeney,100,School 6,Section Section 2,"183, 294, 760, 945",2023-07-25 14:05:53.086485+00:00
575,10,Franz Huel,9,School 6,Section Section 2,"83, 157, 316, 327, 337, 389, 499, 730, 823",2023-07-03 14:12:20.216551+00:00
576,10,Franz Huel,95,School 6,Section Section 2,"13, 222, 260, 314, 371, 494, 968",2023-07-04 20:32:44.238718+00:00
577,12,Mina Feil,33,School 6,Section Section 2,"84, 818, 958, 971, 998",2023-06-30 07:09:49.237969+00:00
578,12,Sim Parker,44,School 6,Section Section 3,"8, 170, 244, 437, 624, 812, 923",2023-06-20 04:16:52.449039+00:00
579,12,Jade Kihn,95,School 6,Section Section 1,"31, 197, 285, 500, 562, 621, 812, 951",2023-06-25 17:20:19.576985+00:00
580,11,Niko Bosco,4,School 6,Section Section 1,"43, 83, 205, 442, 733",2023-06-12 13:38:41.701617+00:00
581,11,Dee Hand,91,School 6,Section Section 1,"58, 141, 223, 289, 346, 403, 547, 659, 861, 865",2023-06-01 08:34:58.771268+00:00
582,12,Nakia Hane,72,School 6,Section Section 1,"39, 232, 301, 359, 401, 486, 561, 786, 881",2023-07-25 19:27:34.929370+00:00
583,10,Deja Lemke,100,School 6,Section Section 2,"283, 600, 718, 743, 778",2023-06-07 14:38:49.183391+00:00
584,10,Cory Roob,20,School 6,Section Section 3,"339, 386, 648, 734, 905",2023-06-18 15:32:41.310454+00:00
585,10,Arvid Bode,49,School 6,Section Section 2,"110, 137, 363, 425, 639, 690, 751, 990",2023-07-03 13:41:53.430000+00:00
586,9,Eva Hammes,21,School 6,Section Section 2,"25, 181, 206, 408, 554, 778",2023-07-08 04:12:36.665686+00:00
587,9,Mya Rath,90,School 6,Section Section 2,"48, 157, 606, 628, 843, 975",2023-06-10 10:12:46.892242+00:00
588,11,Kody Morar,38,School 6,Section Section 1,"572, 605, 702, 722, 771, 965",2023-07-08 16:07:57.963521+00:00
589,12,Avery Batz,12,School 6,Section Section 3,"202, 482, 524, 784, 833, 963",2023-06-18 15:58:29.037557+00:00
590,12,Luis Haley,97,School 6,Section Section 1,"80, 160, 176, 415, 553, 629, 671, 688, 917, 934, 956, 957",2023-06-11 04:50:26.072119+00:00
591,10,Guy Ward,28,School 6,Section Section 2,"144, 145, 338, 367, 489, 749, 791",2023-06-03 15:37:28.189486+00:00
592,12,Wendy Mohr,12,School 6,Section Section 3,"89, 225, 334, 447, 733, 753, 860, 867, 887",2023-07-16 06:21:03.322387+00:00
593,10,Ottis Torp,71,School 6,Section Section 3,"50, 332, 398, 444, 689, 707, 923, 976",2023-07-16 10:03:55.550198+00:00
594,9,Wade Ebert,20,School 6,Section Section 1,"62, 81, 107, 441, 674, 711, 774",2023-06-28 23:37:50.677489+00:00
595,12,Jose Nolan,58,School 6,Section Section 1,"314, 445, 741, 818, 974",2023-07-12 19:12:28.748783+00:00
596,9,Kacey Mohr,68,School 6,Section Section 4,"390, 626, 697, 881, 985",2023-06-18 11:15:02.928377+00:00
597,12,Luis Haley,83,School 6,Section Section 1,"11, 117, 294, 302, 373, 704, 896",2023-07-17 22:59:45.955235+00:00
598,10,Nico Dare,32,School 6,Section Section 3,"106, 177, 187, 270, 349, 509, 658, 757",2023-07-01 20:30:35.081458+00:00
599,12,Mina Feil,63,School 6,Section Section 1,932,2023-07-03 00:03:35.250181+00:00
600,11,Josie Rau,9,School 6,Section Section 2,"4, 102, 243, 459, 583, 809, 936",2023-07-11 07:53:59.538214+00:00
601,11,Velva Lind,78,School 7,Section Section 2,"118, 334, 457, 477, 664",2023-07-09 13:09:40.548364+00:00
602,12,Lola Purdy,33,School 7,Section Section 4,"457, 487, 752, 834",2023-06-12 11:40:39.689424+00:00
603,9,Lelah Wiza,6,School 7,Section Section 2,"118, 341, 642, 647, 714, 964",2023-07-18 10:40:18.858351+00:00
604,10,Roel Jones,75,School 7,Section Section 4,"6, 560, 746, 787, 976",2023-05-31 07:37:10.942163+00:00
605,11,Era Heaney,98,School 7,Section Section 3,"369, 376, 588, 660",2023-06-30 20:47:12.068390+00:00
606,9,Dean Lang,78,School 7,Section Section 1,"1, 3, 42, 164, 234, 457, 587, 920",2023-07-11 17:02:38.298852+00:00
607,10,Lilla Beer,86,School 7,Section Section 3,"750, 759, 793, 861, 895, 981",2023-06-03 13:48:35.467419+00:00
608,11,Tina Smith,57,School 7,Section Section 1,"117, 186, 458, 485, 525, 559, 570, 631, 632, 662",2023-06-25 16:55:35.549364+00:00
609,10,Pat Hirthe,95,School 7,Section Section 2,"43, 210, 223, 235, 370, 541, 720",2023-06-21 18:02:12.676620+00:00
610,9,Mara Crona,84,School 7,Section Section 1,"200, 336, 371, 449, 550, 854, 901, 904",2023-06-09 20:11:03.789686+00:00
611,10,Clay Cole,34,School 7,Section Section 3,"74, 117, 241, 925",2023-07-01 14:33:57.929052+00:00
612,11,Ted Rogahn,14,School 7,Section Section 2,"186, 263, 407, 632, 702, 708",2023-06-29 07:46:36.101683+00:00
613,12,Felipa Von,24,School 7,Section Section 2,"252, 310, 463, 565, 727, 870, 899",2023-07-05 05:06:41.111135+00:00
614,12,Mara Crona,36,School 7,Section Section 4,"9, 176, 495, 669, 747",2023-06-28 16:43:04.306934+00:00
615,10,Lilla Beer,87,School 7,Section Section 3,"252, 259, 462, 515, 758, 805, 916",2023-07-19 02:48:09.539480+00:00
616,10,Sim Parker,96,School 7,Section Section 4,"53, 229, 400, 481, 819, 885, 975",2023-05-29 16:48:34.708379+00:00
617,10,Myra Runte,23,School 7,Section Section 3,"48, 241, 674, 688, 692, 882",2023-05-29 04:43:20.732029+00:00
618,10,Luis Haley,62,School 7,Section Section 1,"183, 341, 505, 733, 780, 884",2023-06-16 12:05:51.915990+00:00
619,11,Era Heaney,1,School 7,Section Section 4,"10, 98, 240, 247, 344, 380, 528, 802",2023-06-27 11:38:23.043291+00:00
620,9,Lia Ferry,27,School 7,Section Section 3,"85, 771, 779",2023-07-07 11:50:55.214395+00:00
621,9,Cory Roob,79,School 7,Section Section 1,"9, 92, 239, 277, 568, 579, 665, 714, 863",2023-06-04 15:52:58.294033+00:00
622,12,Ryley Beer,33,School 7,Section Section 2,"69, 98, 119, 201, 213, 319, 666",2023-06-18 10:05:50.364010+00:00
623,10,Era Heaney,39,School 7,Section Section 4,"164, 282, 283, 469, 662, 757",2023-06-24 00:42:17.445349+00:00
624,10,Kira Walsh,49,School 7,Section Section 2,"19, 70, 87, 514, 578, 642, 746, 782, 868, 876, 891, 921, 933",2023-07-13 19:01:41.673275+00:00
625,11,Clay Cole,53,School 7,Section Section 4,"145, 347, 356, 420, 735, 773, 854, 868, 979",2023-07-21 19:10:54.796393+00:00
626,11,Rex Jacobi,17,School 7,Section Section 1,"13, 122, 596, 722",2023-07-24 19:09:31.030003+00:00
627,12,Jan Little,31,School 7,Section Section 4,"155, 339, 701, 947, 953",2023-07-21 14:12:20.051079+00:00
628,12,Cora Mills,77,School 7,Section Section 4,"226, 331, 587, 762",2023-05-29 16:50:19.180333+00:00
629,10,Zane Runte,0,School 7,Section Section 4,"38, 94, 201, 473, 552, 590, 953, 961",2023-07-16 20:03:04.305563+00:00
630,12,Alba Bosco,13,School 7,Section Section 2,"155, 647, 876",2023-06-19 05:00:40.303191+00:00
631,11,Vince Fay,59,School 7,Section Section 1,"72, 129, 301, 608",2023-07-13 19:22:22.457158+00:00
632,10,Brad Walsh,25,School 7,Section Section 4,"244, 510, 519, 608, 612, 922",2023-07-06 11:24:28.526890+00:00
633,10,Myra Runte,85,School 7,Section Section 4,"110, 129, 225, 330, 332, 481, 495, 513, 759, 812, 856",2023-06-11 07:42:01.710204+00:00
634,10,Velva Lind,4,School 7,Section Section 3,"31, 293, 311, 750, 839, 873, 990",2023-07-14 01:43:52.780124+00:00
635,9,Nakia Hane,80,School 7,Section Section 4,"29, 63, 344, 568, 648, 968, 982",2023-07-23 17:43:13.906832+00:00
636,9,Retha Toy,89,School 7,Section Section 1,"85, 333, 516, 680",2023-07-01 18:26:42.987789+00:00
637,9,Angie Beer,35,School 7,Section Section 4,"157, 242, 344, 699, 792, 872, 884",2023-06-25 00:27:36.215147+00:00
638,11,Cora Mills,81,School 7,Section Section 4,"47, 65, 297, 320, 339, 756, 821, 865",2023-07-20 11:39:41.442859+00:00
639,12,Tod Hintz,50,School 7,Section Section 3,"285, 431, 522, 585, 980",2023-06-09 10:41:01.570083+00:00
640,9,Fleta Batz,65,School 7,Section Section 3,"355, 445, 572",2023-07-11 13:25:43.639210+00:00
641,9,Tom Lakin,57,School 7,Section Section 3,"152, 469, 713, 722, 741",2023-07-12 23:27:23.801546+00:00
642,10,Rene Smith,94,School 7,Section Section 4,"66, 309, 392, 407, 603, 624",2023-06-18 13:59:44.829607+00:00
643,11,Cora Mills,43,School 7,Section Section 2,"202, 310, 364",2023-07-25 20:31:26.974212+00:00
644,10,Velva Lind,62,School 7,Section Section 2,"128, 165, 202, 308, 315, 339, 462, 571, 666, 799, 956",2023-07-13 20:19:51.101473+00:00
645,9,Neva Batz,9,School 7,Section Section 3,"117, 142, 156, 452, 453, 658, 729, 760, 891",2023-06-15 10:00:00.225623+00:00
646,10,Dora O'Kon,45,School 7,Section Section 1,"210, 402, 851, 927",2023-06-07 17:24:10.354238+00:00
647,11,Vince Fay,2,School 7,Section Section 4,"465, 471, 603, 630, 725, 987",2023-07-23 05:47:10.555637+00:00
648,9,Felipa Von,47,School 7,Section Section 3,"236, 412, 423, 455, 463, 584, 635, 793, 810, 922, 941",2023-06-28 03:35:15.651174+00:00
649,9,Fleta Batz,69,School 7,Section Section 3,"163, 387, 450, 462",2023-05-29 06:11:32.730587+00:00
650,10,Dena Purdy,37,School 7,Section Section 1,"251, 278, 338, 355, 553",2023-06-13 15:01:36.802680+00:00
651,10,Mia Mraz,61,School 7,Section Section 4,"546, 664, 936",2023-05-28 09:12:29.882976+00:00
652,11,Eva Lakin,40,School 7,Section Section 2,"47, 185, 711, 742, 797, 807, 825, 826, 900, 925",2023-07-16 01:26:59.951753+00:00
653,12,Ryley Beer,77,School 7,Section Section 4,"144, 246, 286, 893",2023-07-05 11:23:35.023076+00:00
654,12,Mina Feil,92,School 7,Section Section 2,"52, 382, 508, 714, 727",2023-06-12 21:58:33.262084+00:00
655,10,Sim Parker,69,School 7,Section Section 4,"146, 277, 279, 554, 845",2023-07-06 06:48:39.434916+00:00
656,10,Josie Rau,29,School 7,Section Section 1,"46, 73, 236, 351, 460, 672, 909, 925",2023-06-12 19:24:17.514398+00:00
657,9,Wendy Mohr,90,School 7,Section Section 1,"32, 295, 695, 738, 877",2023-06-02 18:20:01.642384+00:00
658,12,Fleta Batz,45,School 7,Section Section 1,"598, 645, 746, 868",2023-06-19 10:50:52.818900+00:00
659,11,Kale Moen,72,School 7,Section Section 4,"463, 581, 684, 760, 806, 923",2023-06-14 14:08:49.996555+00:00
660,9,Josie Rau,68,School 7,Section Section 4,"174, 543, 605",2023-06-11 04:34:06.226066+00:00
661,9,Velva Rowe,96,School 7,Section Section 1,"30, 153, 161, 300, 371",2023-07-01 20:12:03.352553+00:00
662,10,Vince Fay,62,School 7,Section Section 4,"84, 211, 608, 623, 784, 809, 866, 894",2023-06-03 18:21:14.523440+00:00
663,12,Ana Metz,37,School 7,Section Section 3,"82, 179, 213, 274, 894",2023-06-01 20:14:29.651417+00:00
664,12,Lia Ferry,2,School 7,Section Section 4,"39, 180, 319, 345, 601, 651, 776, 866, 932",2023-06-05 04:00:19.935936+00:00
